1.270611285090496949e+02,7.400770559814525313e+02
1.270611285090496949e+02,7.400770559814525313e+02
1.271531040181529306e+02,7.402822280731829778e+02
1.272450795272959567e+02,7.404874001650026685e+02
1.273370550364390965e+02,7.406925722568223591e+02
1.274290305455822363e+02,7.408977443486419361e+02
1.275987927760558023e+02,7.405752392333603211e+02
1.277685550066182714e+02,7.402527341180389158e+02
1.279383172370919510e+02,7.399302290027573008e+02
1.281080794676054211e+02,7.396077238875648163e+02
1.283698172072221269e+02,7.394903908641028920e+02
1.286315549468388326e+02,7.393730578406408540e+02
1.288932926864554247e+02,7.392557248171790434e+02
1.291550304261611473e+02,7.391383917936771013e+02
1.294167681657777393e+02,7.390210587702151770e+02
1.296785059053944451e+02,7.389037257467532527e+02
1.299402436450111509e+02,7.387863927232913284e+02
1.302019813846278566e+02,7.386690596998294041e+02
1.304637191243334655e+02,7.385517266763274620e+02
1.307254568639501713e+02,7.384343936528655377e+02
1.309871946035668770e+02,7.383170606294036133e+02
1.312489323431835828e+02,7.381997276059416890e+02
1.315106700828001749e+02,7.380823945824797647e+02
1.317724078225058975e+02,7.379650615589778226e+02
1.320341455621224895e+02,7.378477285355160120e+02
1.322958833017391953e+02,7.377303955120539740e+02
1.325576210413559011e+02,7.376130624885920497e+02
1.328193587809726068e+02,7.374957294651301254e+02
1.330810965205893126e+02,7.373783964416682011e+02
1.333428342602949215e+02,7.372610634181663727e+02
1.332508587511517817e+02,7.370558913263466820e+02
1.331588832420087556e+02,7.368507192345271051e+02
1.330669077329055199e+02,7.366455471427964312e+02
1.329749322237623801e+02,7.364403750509768543e+02
1.332366699633791995e+02,7.363230420275149299e+02
1.334984077029957916e+02,7.362057090040530056e+02
1.337601454426123837e+02,7.360883759805910813e+02
1.340218831822292032e+02,7.359710429571291570e+02
1.342836209219349257e+02,7.358537099336273286e+02
1.345453586615515178e+02,7.357363769101652906e+02
1.348070964011683373e+02,7.356190438867033663e+02
1.350688341407849293e+02,7.355017108632414420e+02
1.353305718804017488e+02,7.353843778397795177e+02
1.355923096201072440e+02,7.352670448162776893e+02
1.358540473597240634e+02,7.351497117928156513e+02
1.361157850993406555e+02,7.350323787693537270e+02
1.363775228389572476e+02,7.349150457458918027e+02
1.366392605785740670e+02,7.347977127224298783e+02
1.369009983181906591e+02,7.346803796989679540e+02
1.371627360578963817e+02,7.345630466754661256e+02
1.374244737975129738e+02,7.344457136520042013e+02
1.376862115371297932e+02,7.343283806285421633e+02
1.379479492767463853e+02,7.342110476050802390e+02
1.382096870163629774e+02,7.340937145816183147e+02
1.384714247560686999e+02,7.339763815581166000e+02
1.387331624956855194e+02,7.338590485346545620e+02
1.389949002353021115e+02,7.337417155111926377e+02
1.392566379749187035e+02,7.336243824877307134e+02
1.395183757145355230e+02,7.335070494642686754e+02
1.397801134542410182e+02,7.333897164407669607e+02
1.400418511938578376e+02,7.332723834173050363e+02
1.403035889334744297e+02,7.331550503938431120e+02
1.404733511639481094e+02,7.328325452785613834e+02
1.406431133944215617e+02,7.325100401632798821e+02
1.408128756249350317e+02,7.321875350480872839e+02
1.409826378554977282e+02,7.318650299327658786e+02
1.412443755951143203e+02,7.317476969093040680e+02
1.415061133347310260e+02,7.316303638858420300e+02
1.417678510743477318e+02,7.315130308623801056e+02
1.420295888139644376e+02,7.313956978389180676e+02
1.421993510445270203e+02,7.310731927235966623e+02
1.423691132750005863e+02,7.307506876083150473e+02
1.425388755055140564e+02,7.304281824931224492e+02
1.427086377359875087e+02,7.301056773778409479e+02
1.429703754756042144e+02,7.299883443543790236e+02
1.432321132153099370e+02,7.298710113308770815e+02
1.434938509549266428e+02,7.297536783074151572e+02
1.437555886945433485e+02,7.296363452839532329e+02
1.440173264341600543e+02,7.295190122604913086e+02
1.442790641737766464e+02,7.294016792370293842e+02
1.445408019133933522e+02,7.292843462135674599e+02
1.448025396530990747e+02,7.291670131900655178e+02
1.450642773927157805e+02,7.290496801666035935e+02
1.453260151323323726e+02,7.289323471431416692e+02
1.455877528719490783e+02,7.288150141196797449e+02
1.458494906115657841e+02,7.286976810962178206e+02
1.461112283512713930e+02,7.285803480727159922e+02
1.463729660908880987e+02,7.284630150492539542e+02
1.466347038305048045e+02,7.283456820257920299e+02
1.468964415701215103e+02,7.282283490023301056e+02
1.468044660609784842e+02,7.280231769105105286e+02
1.467124905518353444e+02,7.278180048186909517e+02
1.466205150427322224e+02,7.276128327269602778e+02
1.465285395335890826e+02,7.274076606351407008e+02
1.467902772732056746e+02,7.272903276116787765e+02
1.470520150128223804e+02,7.271729945882168522e+02
1.473137527525281030e+02,7.270556615647149101e+02
1.475754904921446951e+02,7.269383285412529858e+02
1.478372282317614008e+02,7.268209955177910615e+02
1.480989659713781066e+02,7.267036624943291372e+02
1.483607037109948124e+02,7.265863294708672129e+02
1.486224414507004212e+02,7.264689964473653845e+02
1.488841791903171270e+02,7.263516634239033465e+02
1.491459169299338328e+02,7.262343304004414222e+02
1.494076546695504248e+02,7.261169973769794979e+02
1.496693924091671306e+02,7.259996643535175735e+02
1.499311301488728532e+02,7.258823313300157452e+02
1.501928678884894452e+02,7.257649983065538208e+02
1.504546056281061510e+02,7.256476652830918965e+02
1.507163433677228568e+02,7.255303322596298585e+02
1.509780811073395625e+02,7.254129992361679342e+02
1.512398188469562683e+02,7.252956662127060099e+02
1.515015565866618772e+02,7.251783331892041815e+02
1.517632943262785830e+02,7.250610001657422572e+02
1.520250320658951750e+02,7.249436671422803329e+02
1.522867698055118808e+02,7.248263341188184086e+02
1.525485075451285866e+02,7.247090010953563706e+02
1.528102452848341954e+02,7.245916680718546559e+02
1.529800075153077614e+02,7.242691629565731546e+02
1.531497697457814411e+02,7.239466578412915396e+02
1.533195319762949111e+02,7.236241527260989415e+02
1.534892942067684771e+02,7.233016476108173265e+02
1.537510319464741997e+02,7.231843145873154981e+02
1.540127696860909055e+02,7.230669815638535738e+02
1.542745074257074975e+02,7.229496485403916495e+02
1.545362451653242033e+02,7.228323155169297252e+02
